id_player,id_team,round,position,cartola_price,cartola_score,cartola_price_update,cartola_score_mean,goal_assistance,scored_goals,saved_kicks,wrong_kicks,crossbar_kicks,wrong_passes,missed_penalties,stolen_ball,difficult_gk_saves,gk_penalty_saves,conceded_goals
99474,263,1,mei,3.4,2.9,1.4,2.9,,,,,,2.0,,1.0,,,
102597,263,1,lat,1.04,-2.5,-2.96,-2.5,,,,,,,,,,,
37662,293,1,lat,5.83,1.4,-1.17,1.4,,,1.0,,,1.0,,1.0,,,
73741,293,1,ata,17.83,15.7,7.83,15.7,1.0,1.0,1.0,1.0,,1.0,,1.0,,,
83528,293,1,zag,6.66,2.6,-0.34,2.6,,,1.0,,,2.0,,2.0,,,
91607,293,1,ata,9.71,8.0,3.71,8.0,1.0,,,1.0,,1.0,,1.0,,,
97619,293,1,mei,6.11,1.8,-0.89,1.8,,,1.0,1.0,,4.0,,,,,
96591,293,1,lat,9.64,2.9,-1.36,2.9,,,3.0,,,4.0,,,,,
98352,293,1,mei,12.63,8.2,2.63,8.2,,1.0,,,,1.0,,,,,
87225,264,1,zag,7.08,4.2,1.08,4.2,,,,1.0,,2.0,,2.0,,,
50645,315,1,lat,9.85,8.2,3.85,8.2,,,,,,1.0,,2.0,,,
38311,315,1,mei,4.23,2.1,0.23,2.1,,,1.0,1.0,,3.0,,1.0,,,
63128,315,1,zag,5.0,2.2,0.0,2.2,,,,,,1.0,,,,,
63110,315,1,lat,7.35,5.6,2.35,5.6,,,1.0,,,2.0,,,,,
68887,315,1,zag,6.8,3.8,0.8,3.8,,,,,,4.0,,,,,
93108,264,1,mei,4.51,0.5,-1.49,0.5,,,,,,,,,,,
98706,264,1,mei,11.03,7.9,3.03,7.9,,1.0,,,,2.0,,,,,
72497,315,1,mei,2.43,0.5,-0.57,0.5,,,1.0,1.0,,,,,,,
98569,266,1,mei,5.2,0.5,-1.8,0.5,,,,1.0,,1.0,,,,,
39572,315,1,ata,5.0,1.2,-1.0,1.2,,,1.0,,,,,,,,
78117,315,1,ata,13.39,14.3,8.39,14.3,,2.0,1.0,,,3.0,,,,,
101803,264,1,lat,1.67,-1.6,-2.33,-1.6,,,,,,2.0,,1.0,,,
90061,315,1,lat,12.49,12.0,6.49,12.0,1.0,,,,,,,1.0,,,
88669,354,1,ata,11.45,8.5,3.45,8.5,,1.0,,1.0,,1.0,,,,,
63178,341,1,mei,5.48,1.9,-0.52,1.9,,,,,,2.0,,1.0,,,
79701,283,1,mei,5.2,-0.5,-2.8,-0.5,,,,,,,,,,,
68942,341,1,zag,4.09,0.9,-0.91,0.9,,,,,,2.0,,1.0,,,
98412,315,1,gol,13.18,17.0,11.18,17.0,,,,,,,,,4.0,,
98794,315,1,mei,3.68,0.3,-1.32,0.3,,,,1.0,,5.0,,,,,
38421,283,1,mei,6.73,2.7,-0.27,2.7,,,,,,1.0,,2.0,,,
37694,283,1,mei,7.98,1.5,-2.02,1.5,,,,,,,,1.0,,,
102999,315,1,mei,3.47,3.0,1.47,3.0,,,,1.0,,1.0,,2.0,,,
38162,283,1,ata,8.74,2.6,-1.26,2.6,1.0,,,,,3.0,,,,,
38959,264,1,ata,7.08,-0.8,-3.92,-0.8,,,,,,1.0,,,,,
68727,283,1,lat,6.11,-2.2,-4.89,-2.2,,,,,,4.0,,,,,
69014,264,1,zag,9.37,6.5,2.37,6.5,,,,1.0,,1.0,,4.0,,,
52190,264,1,mei,9.16,5.2,1.16,5.2,,,,,,1.0,,3.0,,,
51495,354,1,zag,6.38,5.2,2.38,5.2,,,,,,1.0,,1.0,,,
69161,264,1,ata,5.0,-1.8,-4.0,-1.8,,,,,,1.0,,,,,
68954,283,1,mei,5.69,1.2,-1.31,1.2,,,,,,1.0,,1.0,,,
51700,354,1,lat,9.3,5.4,1.3,5.4,,,,1.0,,3.0,,,,,
78715,264,1,mei,15.54,14.4,7.54,14.4,1.0,,1.0,,,1.0,,5.0,,,
69141,354,1,ata,18.52,22.7,14.52,22.7,1.0,2.0,1.0,1.0,,1.0,,1.0,,,
104089,341,1,zag,3.4,0.9,-0.6,0.9,,,,,,2.0,,1.0,,,
83817,264,1,ata,11.86,10.1,4.86,10.1,,1.0,1.0,1.0,,3.0,,1.0,,,
84558,283,1,mei,1.8,-2.4,-3.2,-2.4,,,,,,3.0,,1.0,,,
71882,354,1,gol,7.63,8.0,4.63,8.0,,,,,,,,,1.0,,
38523,283,1,lat,4.93,-0.9,-3.07,-0.9,,,,,,3.0,,2.0,,,
97653,283,1,zag,2.22,-1.8,-2.78,-1.8,,,,,,1.0,,3.0,,,
38451,341,1,lat,3.61,-0.8,-2.39,-0.8,,,,,,6.0,,,,,
81677,277,1,mei,11.59,-0.3,-5.41,-0.3,,,,,,1.0,,,,,
42467,341,1,mei,7.28,3.5,0.28,3.5,,,,1.0,,1.0,,1.0,,,
69010,341,1,gol,0.69,-6.0,-5.31,-6.0,,,,,,,,,1.0,,2.0
87258,277,1,mei,5.76,1.3,-1.24,1.3,,,1.0,,,3.0,,,,,
72359,354,1,zag,11.38,9.4,4.38,9.4,1.0,,,,,2.0,,,,,
38909,262,1,mei,8.46,-0.8,-4.54,-0.8,,,,,,1.0,,1.0,,,
87863,262,1,mei,11.45,1.5,-3.55,1.5,,,,1.0,,1.0,,,,,
93368,277,1,zag,6.8,3.8,0.8,3.8,,,,,,4.0,,5.0,,,
73384,354,1,lat,11.86,9.1,3.86,9.1,1.0,,,,,3.0,,,,,
62086,262,1,lat,5.0,-0.8,-3.0,-0.8,,,,,,1.0,,2.0,,,
51772,262,1,mei,15.54,8.4,1.54,8.4,1.0,,,,,2.0,,2.0,,,
94156,277,1,mei,3.26,-2.3,-3.74,-2.3,,,,,,6.0,,1.0,,,
77570,354,1,mei,4.51,4.5,2.51,4.5,,,,,,,,4.0,,,
73800,262,1,zag,7.91,1.4,-2.09,1.4,,,,,,2.0,,1.0,,,
95494,277,1,zag,4.3,0.2,-1.7,0.2,,,,,,1.0,,1.0,,,
78086,262,1,gol,2.78,-2.0,-3.22,-2.0,,,,,,,,,,,1.0
104086,285,1,zag,2.98,3.3,1.98,3.3,,,,,,4.0,,2.0,,,
78577,354,1,mei,4.37,0.3,-1.63,0.3,,,,1.0,,,,,,,
94214,262,1,zag,3.82,-2.5,-4.18,-2.5,,,,,,,,1.0,,,
98517,277,1,mei,8.95,8.9,4.95,8.9,1.0,,,1.0,,3.0,,2.0,,,
78478,262,1,mei,11.73,8.9,3.73,8.9,1.0,,,,,2.0,,3.0,,,
72033,341,1,ata,3.75,0.4,-1.25,0.4,,,,,,2.0,,,,,
70046,277,1,lat,7.28,1.5,-1.72,1.5,,,,,,5.0,,2.0,,,
80275,341,1,ata,6.73,1.7,-1.27,1.7,,,,2.0,,3.0,,1.0,,,
70360,277,1,ata,12.77,13.4,7.77,13.4,,1.0,,1.0,,3.0,,4.0,,,
101708,277,1,lat,9.99,9.4,4.99,9.4,,1.0,1.0,1.0,,2.0,,,,,
80393,354,1,mei,6.17,3.9,1.17,3.9,,,,,,2.0,,4.0,,,
82407,354,1,mei,5.97,3.6,0.97,3.6,,,,,,3.0,,3.0,,,
73974,277,1,mei,5.55,3.0,0.55,3.0,,,,,,,,4.0,,,
89924,341,1,mei,4.16,3.0,1.16,3.0,,,,1.0,,1.0,,2.0,,,
91264,341,1,mei,4.16,1.0,-0.84,1.0,,,1.0,,,4.0,,1.0,,,
97780,341,1,mei,7.08,6.2,3.08,6.2,,,,1.0,,2.0,,4.0,,,
75372,277,1,ata,0.69,-9.0,-9.31,-9.0,,,,,,,,,,,
38279,356,1,ata,9.16,5.2,1.16,5.2,,,1.0,1.0,,1.0,,2.0,,,
99574,341,1,ata,3.19,0.6,-0.81,0.6,,,,,,3.0,,1.0,,,
84428,354,1,mei,3.95,1.7,-0.05,1.7,,,,1.0,,2.0,,1.0,,,
63082,266,1,gol,4.16,-2.0,-3.84,-2.0,,,,,,,,,,,1.0
78248,277,1,zag,4.65,-1.3,-3.35,-1.3,,,,,,1.0,,,,,
86740,354,1,lat,12.49,13.0,7.49,13.0,,1.0,,,,,,,,,
61985,266,1,mei,5.97,0.6,-2.03,0.6,,,,,,3.0,,1.0,,,
38632,266,1,zag,3.54,-0.9,-2.46,-0.9,,,,2.0,,,,,,,
68698,266,1,mei,6.73,2.7,-0.27,2.7,,,,1.0,,2.0,,1.0,,,
96652,266,1,mei,3.54,1.1,-0.46,1.1,,,,1.0,,4.0,,2.0,,,
97080,266,1,ata,8.39,3.1,-0.61,3.1,,,,2.0,,,,1.0,,,
72018,276,1,gol,8.6,4.4,0.6,4.4,,,,,,2.0,,,,,
73620,276,1,zag,6.66,2.6,-0.34,2.6,,,,,,3.0,,,,,
72372,356,1,gol,6.94,7.0,3.94,7.0,,,,,,,,,5.0,,4.0
42222,356,1,ata,4.37,-0.7,-2.63,-0.7,,,2.0,,,2.0,,,,,
69047,356,1,mei,4.86,1.0,-1.14,1.0,,,,,,,,1.0,,,
80193,356,1,mei,5.83,2.4,-0.17,2.4,,,1.0,,,1.0,,1.0,,,
63194,356,1,lat,3.61,-1.8,-3.39,-1.8,,,,,,1.0,,1.0,,,
82628,356,1,lat,0.69,-2.3,-2.31,-2.3,,,,,,6.0,,,,,
80287,266,1,ata,3.26,-5.3,-6.74,-5.3,,,,1.0,,2.0,1.0,1.0,,,
91573,276,1,zag,9.85,5.2,0.85,5.2,,,,,,1.0,,1.0,,,
90458,356,1,ata,2.57,-0.3,-1.43,-0.3,,,,,,1.0,,,,,
88368,356,1,mei,3.12,0.5,-0.88,0.5,,,,,,,,,,,
95466,276,1,lat,7.77,5.2,1.77,5.2,,,,,,1.0,,1.0,,,
91733,356,1,mei,6.52,5.4,2.52,5.4,,,1.0,,,1.0,,3.0,,,
100084,276,1,mei,1.46,1.1,0.46,1.1,,,,,,3.0,,1.0,,,
96382,356,1,zag,3.26,-0.3,-1.74,-0.3,,,,,,1.0,,,,,
101002,356,1,ata,4.44,-0.6,-2.56,-0.6,,,,,,2.0,,1.0,,,
51415,356,1,zag,5.62,4.1,1.62,4.1,,,,,,3.0,,3.0,,,
68938,290,1,mei,4.44,0.4,-1.56,0.4,,,,,,7.0,,1.0,,,
91151,266,1,ata,2.91,-2.8,-4.09,-2.8,,,,,,1.0,,,,,
77500,290,1,zag,3.54,1.1,-0.46,1.1,,,,,,3.0,,,,,
91708,266,1,zag,1.39,-1.0,-1.61,-1.0,,,,,,,,1.0,,,
71667,290,1,mei,3.54,3.1,1.54,3.1,,,,,,3.0,,3.0,,,
50301,276,1,mei,10.96,4.8,-0.04,4.8,,1.0,,,,4.0,,,,,
50324,276,1,mei,10.2,7.7,3.2,7.7,,1.0,,,,1.0,,1.0,,,
94583,266,1,ata,8.81,0.7,-3.19,0.7,,,1.0,,,,,,,,
90572,290,1,mei,3.33,1.8,0.33,1.8,,,,,,4.0,,3.0,,,
91242,290,1,ata,3.95,1.7,-0.05,1.7,,,,2.0,,3.0,,,,,
91888,290,1,lat,6.52,8.4,5.52,8.4,,,,1.0,,3.0,,2.0,,,
96055,267,1,mei,3.4,0.9,-0.6,0.9,,,,1.0,,3.0,,,,,
91772,290,1,zag,7.98,6.5,2.98,6.5,,,,,,,,1.0,,,
101885,276,1,ata,2.08,1.0,0.08,1.0,,,,1.0,,1.0,,,,,
71680,267,1,lat,3.12,-1.5,-2.88,-1.5,,,,,,,,,,,
38231,284,1,ata,12.49,5.0,-0.51,5.0,,,3.0,,,2.0,,1.0,,,
38196,284,1,mei,11.66,6.8,1.66,6.8,1.0,,,1.0,,,,2.0,,,
98832,284,1,mei,7.42,4.7,1.42,4.7,,,1.0,1.0,,1.0,,2.0,,,
68690,284,1,ata,8.39,7.1,3.39,7.1,,,2.0,1.0,1.0,2.0,,,,,
68873,284,1,gol,4.65,-1.3,-3.35,-1.3,,,,,,1.0,,,1.0,,2.0
84382,267,1,lat,6.24,2.0,-0.76,2.0,,,,1.0,,1.0,,1.0,,,
86759,284,1,ata,12.42,2.9,-2.58,2.9,,,2.0,,,,,,,,
81845,284,1,mei,5.69,2.2,-0.31,2.2,,,,,,1.0,,2.0,,,
86776,341,1,gol,0.69,-1.3,-1.31,-1.3,,,,,,1.0,,,1.0,,2.0
86973,284,1,lat,5.9,1.5,-1.1,1.5,,,1.0,1.0,,5.0,,1.0,,,
103455,276,1,ata,8.95,6.9,2.95,6.9,1.0,,,,,2.0,,1.0,,,
90634,267,1,mei,4.79,0.9,-1.21,0.9,,,,1.0,,3.0,,2.0,,,
92496,267,1,mei,5.62,4.1,1.62,4.1,,,1.0,,,2.0,,4.0,,,
94138,284,1,ata,3.95,-0.3,-2.05,-0.3,,,,1.0,,2.0,,,,,
94068,267,1,ata,2.64,0.8,-0.36,0.8,,,,1.0,,,,,,,
95220,290,1,lat,6.8,7.8,4.8,7.8,,,,1.0,,,,1.0,,,
62974,267,1,zag,0.69,-4.4,-4.31,-4.4,,,1.0,,,2.0,,,,,
95332,290,1,mei,3.05,-0.6,-1.95,-0.6,,,,,,2.0,,,,,
68800,267,1,ata,4.44,-1.6,-3.56,-1.6,,,,,,2.0,,,,,
99392,290,1,ata,3.54,-0.9,-2.46,-0.9,,,,,,3.0,,,,,
101717,267,1,ata,13.11,11.9,6.11,11.9,1.0,,2.0,3.0,,3.0,,1.0,,,
52558,267,1,mei,10.06,7.5,3.06,7.5,,1.0,,,,,,,,,
99881,267,1,zag,5.97,5.6,2.97,5.6,,,,1.0,,4.0,,4.0,,,
100742,284,1,mei,4.93,2.1,-0.07,2.1,,,,1.0,,4.0,,3.0,,,
37798,285,1,ata,8.05,2.6,-0.95,2.6,,,,2.0,,,,1.0,,,
60852,285,1,lat,1.8,-1.4,-2.2,-1.4,,,1.0,,,2.0,,,,,
62009,285,1,mei,6.73,3.7,0.73,3.7,,,1.0,1.0,,1.0,,1.0,,,
42499,285,1,lat,5.13,2.4,0.13,2.4,,,,1.0,,3.0,,2.0,,,
101720,267,1,zag,2.57,0.7,-0.43,0.7,,,,,,1.0,,1.0,,,
68872,285,1,gol,9.02,2.0,-1.98,2.0,,,,,,,,,2.0,,2.0
72362,285,1,mei,6.87,2.9,-0.13,2.9,,,1.0,,,1.0,,1.0,,,
77809,285,1,ata,8.53,2.3,-1.47,2.3,,,1.0,,,3.0,,1.0,,,
87877,264,1,mei,5.2,2.5,0.2,2.5,,,,,,,,1.0,,,
38277,283,1,mei,3.47,-2.0,-3.53,-2.0,,,,,,,,,,,
38394,293,1,zag,3.75,-2.6,-4.25,-2.6,,,,,,2.0,,,,,
86972,285,1,zag,2.78,-1.0,-2.22,-1.0,,,1.0,,,4.0,,1.0,,,
83772,285,1,ata,7.84,5.3,1.84,5.3,,,1.0,1.0,,4.0,,2.0,,,
51042,341,1,lat,4.72,-0.2,-2.28,-0.2,,,,,,4.0,,,,,
71709,262,1,mei,12.63,10.2,4.63,10.2,,,,1.0,,2.0,,7.0,,,
73421,290,1,zag,13.18,13.0,7.18,13.0,,1.0,,,,,,,,,
92377,285,1,ata,6.17,3.9,1.17,3.9,,,1.0,4.0,,,,,,,
72079,284,1,lat,5.62,0.1,-2.38,0.1,,,,,,3.0,,1.0,,,
49675,276,1,ata,5.2,-0.5,-2.8,-0.5,,,,1.0,,1.0,,1.0,,,
100987,285,1,mei,4.79,3.9,1.79,3.9,,,,1.0,,3.0,,3.0,,,
101315,285,1,mei,2.98,-0.7,-2.02,-0.7,,,,,,4.0,,,,,
86686,276,1,mei,3.54,0.1,-1.46,0.1,,,1.0,,,2.0,,,,,
90302,283,1,ata,12.56,9.1,3.56,9.1,,1.0,,,,3.0,,1.0,,,
87552,276,1,mei,5.9,1.5,-1.1,1.5,,,,,,,,1.0,,,
82453,290,1,gol,11.73,11.9,6.73,11.9,,,,,,2.0,,,,1.0,
50402,290,1,ata,4.23,2.1,0.23,2.1,,,1.0,1.0,,3.0,,1.0,,,
78512,314,1,lat,2.01,0.9,0.01,0.9,,,,,,2.0,,3.0,,,
105553,267,1,gol,8.33,10.0,6.33,10.0,,,,,,,,,6.0,,4.0
38231,284,2,ata,9.96,-1.2,-2.53,1.9,,,3.0,,,6.0,,1.0,,,
38196,284,2,mei,11.66,0.0,0.0,6.8,1.0,,,1.0,,,,2.0,,,
68690,284,2,ata,8.56,1.0,0.17,4.05,,,2.0,1.0,1.0,2.0,,1.0,,,
94138,284,2,ata,2.77,0.0,-1.18,-0.15,,,,1.0,,2.0,,,,,
71920,284,2,mei,3.69,-1.5,-2.31,-1.5,,,,,,,,3.0,,,
86973,284,2,lat,4.44,-0.6,-1.46,0.45,,,1.0,1.0,,7.0,,3.0,,,
86759,284,2,ata,8.83,-2.3,-3.59,0.3,,,2.0,,,6.0,,,,,
87470,284,2,mei,3.88,0.6,-1.12,0.6,,,,,,3.0,,1.0,,,
81845,284,2,mei,5.69,0.0,0.0,2.2,,,,,,1.0,,2.0,,,
94968,284,2,lat,6.61,6.9,1.61,6.9,,,,,,2.0,,4.0,,,
37798,285,2,ata,8.05,0.0,0.0,2.6,,,,2.0,,,,1.0,,,
100742,284,2,mei,5.09,2.1,0.16,2.1,,,,1.0,,7.0,,4.0,,,
98832,284,2,mei,7.42,0.0,0.0,4.7,,,1.0,1.0,,1.0,,2.0,,,
42499,285,2,lat,5.13,0.0,0.0,2.4,,,,1.0,,3.0,,2.0,,,
63289,285,2,mei,9.52,3.6,-1.48,3.6,1.0,,,,,3.0,,,,,
62023,285,2,mei,10.4,7.3,0.4,7.3,1.0,,1.0,,,3.0,,1.0,,,
60852,285,2,lat,1.8,0.0,0.0,-1.4,,,1.0,,,2.0,,,,,
72362,285,2,mei,6.87,0.0,0.0,2.9,,,1.0,,,1.0,,1.0,,,
68872,285,2,gol,7.54,1.0,-1.48,1.5,,,,,,,,,3.0,,3.0
77809,285,2,ata,8.53,0.0,0.0,2.3,,,1.0,,,3.0,,1.0,,,
78865,285,2,mei,7.12,1.4,-1.88,1.4,,,,,,2.0,,3.0,,,
87192,285,2,lat,5.51,2.7,-0.49,2.7,,,,,,1.0,,4.0,,,
83438,285,2,ata,4.63,4.0,0.63,4.0,,,,1.0,,1.0,,2.0,,,
86972,285,2,zag,2.78,0.0,0.0,-1.0,,,1.0,,,4.0,,1.0,,,
83772,285,2,ata,7.84,0.0,0.0,5.3,,,1.0,1.0,,4.0,,2.0,,,
75295,285,2,ata,14.61,12.0,1.61,12.0,,1.0,1.0,2.0,,1.0,,1.0,,,
62009,285,2,mei,6.73,0.0,0.0,3.7,,,1.0,1.0,,1.0,,1.0,,,
100987,285,2,mei,4.38,-0.5,-0.41,1.7,,,,1.0,,3.0,,3.0,,,
92377,285,2,ata,6.17,0.0,0.0,3.9,,,1.0,4.0,,,,,,,
101315,285,2,mei,5.08,7.2,2.1,3.25,,1.0,,,,5.0,,,,,
104086,285,2,zag,2.98,0.0,0.0,3.3,,,,,,4.0,,2.0,,,
70046,277,2,lat,6.61,2.1,-0.67,1.8,,,,,,8.0,,4.0,,,
70360,277,2,ata,18.8,13.1,6.03,13.25,,2.0,,3.0,,3.0,,7.0,,,
75372,277,2,ata,0.69,0.0,0.0,-9.0,,,,,,,,,,,
82411,277,2,mei,8.39,1.0,-2.61,1.0,,,,,,,,1.0,,,
78445,262,2,lat,6.02,-1.1,-2.72,-0.25,,,,,,5.0,,2.0,,,
81677,277,2,mei,12.42,9.5,0.83,4.6,,1.0,,1.0,,7.0,,2.0,,,
78248,277,2,zag,4.03,2.4,-0.62,0.55,,,1.0,,,2.0,,1.0,,,
87258,277,2,mei,4.72,0.4,-1.04,0.85,,,3.0,1.0,,4.0,,1.0,,,
88065,277,2,lat,10.01,6.4,0.01,6.4,,,3.0,2.0,,1.0,,1.0,,,
93368,277,2,zag,6.89,2.0,0.09,2.9,,,,,,4.0,,7.0,,,
98517,277,2,mei,11.39,5.4,2.44,7.15,1.0,,1.0,1.0,1.0,4.0,,3.0,,,
95494,277,2,zag,3.6,1.0,-0.7,0.6,,,,,,1.0,,2.0,,,
94156,277,2,mei,1.26,-1.0,-2.0,-1.65,,,,,1.0,11.0,,1.0,,,
100651,277,2,ata,10.58,7.7,0.58,7.7,,,1.0,1.0,,1.0,,5.0,,,
101708,277,2,lat,9.99,0.0,0.0,9.4,,1.0,1.0,1.0,,2.0,,,,,
50324,276,2,mei,12.3,6.2,2.1,6.95,,1.0,1.0,,,1.0,,4.0,,,
50301,276,2,mei,9.62,0.7,-1.34,2.75,,1.0,,,,5.0,,,,,
52618,276,2,zag,3.76,-3.0,-3.24,-3.0,,,,,,,,,,,
72018,276,2,gol,6.5,-2.3,-2.1,1.05,,,,,,3.0,,,,,1.0
73620,276,2,zag,6.0,1.0,-0.66,1.8,,,,1.0,,4.0,,1.0,,,
73974,277,2,mei,5.55,0.0,0.0,3.0,,,,,,,,4.0,,,
95466,276,2,lat,7.65,1.2,-0.12,3.2,1.0,,,2.0,,4.0,,2.0,,,
