id_team,id_opponent_team,round,week_day,date,has_won,was_draw,team_goals,opponent_team_goals,was_home_team,match_points,championship_score,championship_position
290,263,5,6,2019-05-19,True,False,1,0,True,3,9,7.0
285,341,5,6,2019-05-19,True,False,2,0,True,3,9,5.0
284,282,6,5,2019-05-25,True,False,1,0,True,3,5,18.0
263,275,6,5,2019-05-25,False,False,0,1,True,0,9,9.0
277,285,6,6,2019-05-26,False,True,0,0,True,1,11,3.0
356,267,6,6,2019-05-26,False,True,1,1,True,1,7,14.0
265,266,6,6,2019-05-26,True,False,3,2,True,3,10,6.0
283,315,6,6,2019-05-26,False,False,1,2,True,0,6,17.0
264,276,6,6,2019-05-26,True,False,1,0,True,3,11,5.0
262,293,6,6,2019-05-26,True,False,3,2,True,3,10,7.0
314,354,6,0,2019-05-27,False,False,1,2,True,0,3,19.0
341,290,6,0,2019-05-27,True,False,1,0,True,3,6,15.0
265,284,7,5,2019-06-01,True,False,1,0,True,3,13,5.0
262,356,7,5,2019-06-01,True,False,2,0,True,3,13,6.0
276,283,7,6,2019-06-02,False,True,1,1,True,1,12,8.0
293,266,7,6,2019-06-02,True,False,3,0,True,3,10,10.0
282,341,7,6,2019-06-02,True,False,4,0,True,3,15,2.0
263,267,7,6,2019-06-02,True,False,1,0,True,3,12,9.0
285,314,7,6,2019-06-02,True,False,2,0,True,3,13,7.0
315,275,7,6,2019-06-02,False,False,1,2,True,0,7,15.0
354,277,7,6,2019-06-02,False,False,0,1,True,0,9,12.0
267,285,8,4,2019-06-07,True,False,2,1,True,3,6,19.0
354,265,8,5,2019-06-08,False,True,0,0,True,1,10,12.0
283,264,8,5,2019-06-08,False,True,0,0,True,1,8,13.0
314,276,8,5,2019-06-08,False,True,0,0,True,1,4,20.0
284,356,8,5,2019-06-08,True,False,1,0,True,3,8,14.0
275,293,8,5,2019-06-08,True,False,1,0,True,3,22,1.0
266,262,8,6,2019-06-09,False,True,0,0,True,1,7,17.0
341,263,8,6,2019-06-09,False,False,1,2,True,0,6,18.0
277,282,8,6,2019-06-09,True,False,3,1,True,3,17,2.0
290,315,8,0,2019-06-10,True,False,3,1,True,3,12,10.0
341,262,9,2,2019-06-12,False,False,0,2,True,0,6,19.0
356,283,9,2,2019-06-12,True,False,2,1,True,3,10,14.0
263,284,9,2,2019-06-12,False,False,0,1,True,0,15,6.0
285,265,9,2,2019-06-12,True,False,3,1,True,3,16,4.0
277,264,9,2,2019-06-12,True,False,1,0,True,3,20,2.0
315,266,9,3,2019-06-13,False,True,1,1,True,1,8,18.0
282,276,9,3,2019-06-13,False,True,1,1,True,1,16,5.0
290,293,9,3,2019-06-13,True,False,2,1,True,3,15,7.0
275,314,9,3,2019-06-13,True,False,2,0,True,3,25,1.0
